Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1012147,,17Z Gas Plant - Chevron USA Inc.,McKittrick,CA,93251,22845 Highway 33,,35.32,-119.63,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",10208.062,9937.9,264.5,5.662,,,,,,,,,,9932.612,,,,,,,,,,,,,,,,,,,275.45,,,,,,,,,,,,,,,,,,N,N,N
1012037,110063753656,50 Buttes Gas Plant,Gillette,WY,82716,3669 South Hwy 50,CAMPBELL COUNTY,43.76,-105.79,213112,"C,W-PROC",Petroleum and Natural Gas Systems,50953.18,45416.1,5511.75,25.33,,,,,,,,,,44606.532,,,,,,,,,,,,,,,,,,,6346.648,,,,,,,,,,,,,,,,,,N,N,N
1010475,,AJAX PLANT,Wheeler,TX,79014,16600 CR N,,35.55,-100.12,211112,"C,W-PROC",Petroleum and Natural Gas Systems,43226.158,35044.7,8167.75,13.708,,,,,,,,,,23935.46,,,,,,,,,,,,,,,,,,,19290.698,,,,,,,,,,,,,,,,,,N,N,N
1003129,110062227139,AKER PLANT,STREETMAN,TX,75859,261 FCR 181,FREESTONE COUNTY,31.91,-96.22,211111,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",23633.72,23027.8,594,11.92,,,,,,,,,,21131.82,,,,,,,,,,,,,,,,,,,2501.9,,,,,,,,,,,,,,,,,,N,N,N
1005887,110070597614,ALLIANCE COMPRESSOR STATION,JUSTIN,TX,76247,12495 HWY 114,DENTON COUNTY,33.04,-97.33,211112,"C,W-PROC",Petroleum and Natural Gas Systems,58883.82,57215.9,1656,11.92,,,,,,,,,,21121.22,,,,,,,,,,,,,,,,,,,37762.6,,,,,,,,,,,,,,,,,,N,N,N
1007496,110071160883,ALLISON GAS PLANT,Allison,TX,79003,16298 Co. Rd. EE,WHEELER COUNTY,35.61,-100.10,211111,"C,W-PROC",Petroleum and Natural Gas Systems,25431.732,23559.6,1862,10.132,,,,,,,,,,17853.132,,,,,,,,,,,,,,,,,,,7578.6,,,,,,,,,,,,,,,,,,N,N,N
1004802,110000729105,ANSHUTZ RANCH EAST GAS PLANT,EVANSTON,WY,82930,20 MILES SOUTHWEST OF EVANSTON,UINTA COUNTY,41.07,-111.04,211111,"C,W-PROC",Petroleum and Natural Gas Systems,62167.184,16525.6,45631.75,9.834,,,,,,,,,,13044.6,,,,,,,,,,,,,,,,,,,49122.584,,,,,,,,,,,,,,,,,,N,N,N
1010353,110071159680,APPLEBY TREATER,Appleby,TX,75965,,NACOGDOCHES COUNTY,31.69,-94.58,211112,"C,W-PROC",Petroleum and Natural Gas Systems,36750.058,33906.3,2837.5,6.258,,,,,,,,,,10941.708,,,,,,,,,,,,,,,,,,,25808.35,,,,,,,,,,,,,,,,,,N,N,N
1002515,110043804096,ARTESIA GAS PLANT,ARTESIA,NM,88210,,EDDY COUNTY,32.76,-104.21,211112,"C,PP,UU,W-PROC","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",93394.372,90022.2,3330.75,41.422,,,,,,,,,,67643.896,,,,,,,,,,,,,,,,,,,25750.476,,,,,,,,,,,,,,,,,,N,N,N
1005770,110071162242,AUX SABLE LIQUID PRODUCTS INC,MORRIS,IL,60450,6155 EAST U.S. ROUTE 6,GRUNDY COUNTY,41.41,-88.31,211112,"C,,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",318369.268,313897.4,4295.75,176.118,,,,,,,,,,292761.048,,,,,,,,,,,,,,,,,,,25608.22,,,,,,,,,,,,,,,,,,N,N,N
1003082,110071159972,AVINGER GAS PLANT,Avinger,TX,75630,2339 Avinger Cut Off Road,MARION COUNTY,32.87,-94.58,211112,"C,W-PROC",Petroleum and Natural Gas Systems,31438.684,29535.6,1893.25,9.834,,,,,,,,,,16969.936,,,,,,,,,,,,,,,,,,,14468.748,,,,,,,,,,,,,,,,,,N,N,N
1006845,110043799752,Aera Energy Belridge,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.45,-119.72,211111,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",1654791.524,1652497.6,1366.25,927.674,,,,,,,,,,1640993.016,,,,,,,,,,,,,,,,,,,13798.508,,,,,,,,,,,,,,,,,,N,N,N
1008358,110010658252,Agave Dagger Draw Gas Plant,Artesia,NM,88210,278 Pipeline Road,EDDY COUNTY,32.72,-104.45,211111,"C,PP,UU,W-PROC","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",18671.05,16831.1,1832.5,7.45,,,,,,,,,,8447.768,,,,,,,,,,,,,,,,,,,10223.282,,,,,,,,,,,,,,,,,,N,N,N
1012815,110066943632,Alamo Gas Plant,Crockett,TX,75835,1277 CR 3020,HOUSTON COUNTY,31.28,-95.52,486210,"C,W-PROC",Petroleum and Natural Gas Systems,95037.894,91429.9,3584.75,23.244,,,,,,,,,,40956.596,,,,,,,,,,,,,,,,,,,54081.298,,,,,,,,,,,,,,,,,,N,N,N
1011298,110058379936,Alliance Compressor Station,Justin,TX,76247,12721 Highway 114,DENTON COUNTY,33.04,-97.33,486210,"C,W-PROC",Petroleum and Natural Gas Systems,42742.38,41248.4,1491,2.98,,,,,,,,,,5336.88,,,,,,,,,,,,,,,,,,,37405.5,,,,,,,,,,,,,,,,,,N,N,N
1008268,110071159366,Antelope Hills Gas Plant,Glazier,TX,79014,,HEMPHILL COUNTY,36.00,-100.12,211111,"C,W-PROC",Petroleum and Natural Gas Systems,49918.396,27868.9,22034,15.496,,,,,,,,,,27874.796,,,,,,,,,,,,,,,,,,,22043.6,,,,,,,,,,,,,,,,,,N,N,N
1004686,110071160362,Arapaho,BUTLER,OK,73625,,CUSTER COUNTY,35.75,-99.20,211112,"C,W-PROC",Petroleum and Natural Gas Systems,31801.362,23471.5,8316.75,13.112,,,,,,,,,,23375.412,,,,,,,,,,,,,,,,,,,8425.95,,,,,,,,,,,,,,,,,,N,N,N
1011692,110064007532,Area 11B CGP,Pawnee,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.00,213112,"C,W-PROC",Petroleum and Natural Gas Systems,19509.478,19464.5,34.25,10.728,,,,,,,,,,19304.128,,,,,,,,,,,,,,,,,,,205.35,,,,,,,,,,,,,,,,,,N,N,N
1008677,110064007532,Area 51 CGP Facility,Pawnee,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.00,213112,"C,W-PROC",Petroleum and Natural Gas Systems,45953.636,44262.2,1667,24.436,,,,,,,,,,42972.888,,,,,,,,,,,,,,,,,,,2980.748,,,,,,,,,,,,,,,,,,N,N,N
1008680,110064007532,Area 71 CGP Facility,Pawnee,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.00,213112,"C,W-PROC",Petroleum and Natural Gas Systems,88185.168,84882.9,3260.25,42.018,,,,,,,,,,75125.668,,,,,,,,,,,,,,,,,,,13059.5,,,,,,,,,,,,,,,,,,N,N,N
1008681,110064007532,Area 72 CGP Facility,5911 County Road 136,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.00,213112,"C,W-PROC",Petroleum and Natural Gas Systems,95270.266,92355,2865.5,49.766,,,,,,,,,,78147.456,,,,,,,,,,,,,,,,,,,17122.81,,,,,,,,,,,,,,,,,,N,N,N
1001760,110071159542,Arkansas Loop & Simpson Treating Plants,DURANGO,CO,81303,,LA PLATA COUNTY,37.05,-107.79,211111,"C,W-PROC",Petroleum and Natural Gas Systems,257520.182,251511.3,5961.5,47.382,,,,,,,,,,84395.432,,,,,,,,,,,,,,,,,,,173124.75,,,,,,,,,,,,,,,,,,N,N,N
1008835,110045552763,Aux Sable Midstream - Palermo Conditioning Plant,Palermo,ND,58769,1638 74th Ave. NW,MOUNTRAIL COUNTY,48.30,-102.22,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",12370.706,12226.4,137.75,6.556,,,,,,,,,,9691.364,,,,,,,,,,,,,,,,,,,2679.342,,,,,,,,,,,,,,,,,,N,N,N
1002943,110021174744,"BARGATH, INC.- PARACHUTE","PARACHUTE, 3.4 MI NW OF",CO,81635,,GARFIELD COUNTY,39.49,-108.11,211112,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",341040.618,325812.7,15133.75,94.168,,,,,,,,,,131242.256,,,,,,,,,,,,,,,,,,,209798.362,,,,,,,,,,,,,,,,,,N,N,N
