Mine ID,Mine Name,Mine Status,Type of Mine,Street,City,State,Zip Code,Latitude,Longitude
100011,Imerys Sylacauga Operations,Active,Surface,1301 Gene E Stewart Blvd.,Sylacauga,Alabama,35151.0,33.156325844828,-86.297580617235
100578,Bellwood Sand Plant,Active,Surface,822 Sandpit Road,Chancellor,Alabama,36316.0,31.150026314279,-85.801232887583
100678,Cosby #1 Pit,Active,Surface,637  River Road,Selma,Alabama,36701.0,32.39956723136,-86.99113896991
100697,Tuscaloosa Plant,Active,Surface,2400 Crabtree Road,Tuscaloosa,Alabama,35405.0,33.141113251777,-87.562817862137
101983,Smith Sand Company Inc,Active,Surface,6570 Spice Pond Road,Eight Mile,Alabama,36613.0,30.836739447249,-88.195271424351
102606,COGLE PIT,Active,Surface,3163 Dallas Rd 17,Selma,Alabama,36701.0,32.346347737237,-87.059185640327
102738,West Alabama Sand & Gravel,Active,Surface,146 County Road 136,Fayette,Alabama,35555.0,33.758629534585,-87.789653928679
102810,OAKMULGEE  CRUSHER,Active,Surface,1000 SUNNY LANE,SELMA,Alabama,36701.0,32.399879560664,-87.09738376141
102814,Phenix City Mine,Active,Surface,1371 Brickyard Rd,Phenix City,Alabama,36867.0,32.408278014394,-85.00149069171
103047,Blount Springs Sand Plant,Active,Surface,9741 US Hwy 31 South,Hayden,Alabama,35079.0,33.943722756061,-86.782949748765
103084,City Pit,Active,Surface,2155 Riverside Road,Montgomery,Alabama,36117.0,32.416899245284,-86.166856818566
103130,B & R Sand & Gravel,Active,Surface,5198 Alabama River Pkwy.,Montgomery,Alabama,36110.0,32.437595069985,-86.312969223919
103159,Rueggs Pit,Active,Surface,13406 Co Rd 65,Foley,Alabama,36535.0,30.420773337068,-87.717092741582
103223,White City Plant,Active,Surface,1985 Co. Rd. 123,Marbury,Alabama,36051.0,32.674223621861,-86.585738035203
103241,"Little Hawk Mining, LLC",Intermittent,Surface,1449 Experiment Farm Road,Monroeville,Alabama,36460.0,31.475082768569,-87.324698027171
103324,"Baldwin Sand & Gravel, LLC.",Active,Surface,8303 Roy Waters Road,Foley,Alabama,36535.0,30.345947821756,-87.742523226207
103327,Coosa Plant,Active,Surface,246 Boatfield Lane,Gadsden,Alabama,35901.0,34.038430394956,-85.839408946999
103331,Landsdown,Active,Surface,170 County Road 40E,"Lowndesboro,",Alabama,36752.0,32.324707682857,-86.615975800776
103352,Smith Mine,Active,Surface,7668 County Road 24,Clanton,Alabama,35045.0,32.740628739779,-86.599713816578
103488,QUALITY SAND & GRAVEL LLC,TempIdle,Surface,723 CO RD 802,IDER,Alabama,35981.0,34.751540653555,-85.639460077499
103544,SDAC OZ,Active,Surface,815 Hunter Loop Road,Montgomery,Alabama,36108.0,32.360326556992,-86.393563621663
103546,Pearson Pit,Active,Surface,650 COUNTY ROAD 19 NORTH,AUTAUGAVILLE,Alabama,36067.0,32.445935550635,-86.665503954478
103579,Ground Works Materials,Active,Surface,566 tuberose lane,Deatsville ,Alabama,36022.0,32.653004557586,-86.373867503954
200632,SUN CITY PLANT,Active,Surface,14521 North 115th Avenue,El Mirage,Arizona,85335.0,33.616593647657,-112.307465171897
200717,CEMEX - CASA GRANDE,Active,Surface,2305 S. Rooftile Road,Casa Grande,Arizona,85122.0,32.85993953251,-111.802322573613
200728,Tri County Materials Inc.,Active,Surface,3215 US Highway 191 South,Safford,Arizona,85546.0,32.80217546686,-109.707646431951
200758,Silver Creek,Intermittent,Surface,1950 BULLHEAD PARKWAY,BULLHEAD CITY,Arizona,86442.0,35.109684745452,-114.545246904568
200988,CEMEX - 19TH AVE,Active,Surface,3640 S 19th Ave,Phoenix,Arizona,85009.0,33.413906868201,-112.099704021813
201062,Hualapai Pit,Active,Surface,3125 E Rosslynn Dr,Kingman,Arizona,86401.0,35.17736366982,-114.005277825444
201217,0SCREENING PLANT & SHOP,Intermittent,Surface,10333 E McDowell,Scottsdale,Arizona,85256.0,33.465719379911,-111.859777621157
201221,Airport Pit,Active,Surface,1234 E AIRPORT RD,SAFFORD,Arizona,85546.0,32.856829656939,-109.688861076668
201222,Yavapai Plant 22,Active,Surface,5899 WILKINSON DRIVE,PRESCOTT,Arizona,86301.0,34.642752132166,-112.414456409681
201249,CEMEX - GLOBE/BIXBY,Active,Surface,401 E Hoopes Road,Globe,Arizona,85501.0,33.449165907777,-110.826942455057
201315,OSBORN WASH,Active,Surface,30600 Riverside Dr.,Parker,Arizona,85344.0,34.176041999348,-114.243712338115
201433,Mine #1,Intermittent,Surface,3914 E. Presidio Street,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
202013,Star Placer dba:  Big Bug Sand & Gravel,Active,Surface,11501 E Finley Rd,Mayer,Arizona,86333.0,34.428690465401,-112.258539405337
202062,CEMEX - SIERRA VISTA,Active,Surface,5231 E Buffalo Soldier Trail,Sierra Vista,Arizona,85635.0,31.511104367676,-110.246339684039
202181,AGUA FRIA PIT,Active,Surface,409 Camino Ramanote,Rio Rico,Arizona,85648.0,31.473510711055,-111.014778152589
202227,Fort McDowell Yavapai Materials-Plt1 #1,Active,Surface,13106 N Hiawatha Hood Rd,Fort McDowell,Arizona,85264.0,33.608861157123,-111.665036010147
202238,Fort McDowell Yavapai Materials-Plt #3,Active,Surface,17600 E Yavapai Coral Rd,Fort McDowell,Arizona,85264.0,33.620972728729,-111.698850104714
202261,West Broadway ,Active,Surface,7845 W BROADWAY RD,PHOENIX,Arizona,850437206.0,33.408396600705,-112.227792343894
202372,1050 Estrella Pit,Active,Surface,16402 South Tuthill Road,Buckeye,Arizona,85326.0,33.297572600464,-112.487070461252
202470,BLAISDELL,Active,Surface,12430 E. 8th. St.,Yuma,Arizona,85365.0,32.714034861651,-114.417985917079
202574,WASH PLANT,Active,Surface,4000 leslie canyon rd,Douglas,Arizona,85607.0,31.378831183717,-109.545217439017
202585,CEMEX - APEX,Active,Surface,11500 N Cal Mat Drive,Marana,Arizona,85653.0,32.421322650954,-111.164071181615
202589,FNF Crushing 6,Intermittent,Surface,115 S. 48th St.,Tempe,Arizona,85281.0,33.427199244475,-111.977384758683
202623,Higley Plant ,Active,Surface,3666 N. Higley,Mesa,Arizona,85215.0,33.482331094446,-111.718601732024
202633,Dewey Plant,Active,Surface,14900 E. Highway 169,Dewey,Arizona,86327.0,34.541212201752,-112.195123843664
202663,1012 Queen Creek #3,TempIdle,Surface,39449 North Schnepf Rd ,San Tan Valley,Arizona,85140.0,33.236867057444,-111.528685602403
202670,CEMEX - PIMA,Active,Surface,13599 South Nogales Way,Tucson,Arizona,85706.0,32.003410346664,-110.951219239312
202753,CEMEX - WEST VALLEY,Active,Surface,11550 W. Northern Avenue,Glendale,Arizona,85307.0,33.551041306875,-112.321243850222
202799,Mine #2,Intermittent,Surface,3914 E. Presidio Street,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
202826,Yavapai Apache Sand & Rock,Active,Surface,3750 W. old Highway 279/P.O.Boxx 249,Camp Verde,Arizona,86322.0,34.620523117708,-111.917799456559
202832,RIVER ROAD PLANT,Intermittent,Surface,4250 East River Road,Tucson,Arizona,85718.0,32.27762768167,-110.903263512423
202849,CEMEX - PRESCOTT/FAIN,Active,Surface,13531 E. Hwy 89A,Prescott Valley,Arizona,86315.0,34.664757807851,-112.230987102101
202867,Pit  #1 43rd Ave,Active,Surface,3636 S 43rd Ave,Phoenix,Arizona,85009.0,33.415256231798,-112.151901697177
202870,PAP Kingman,Intermittent,Surface,2674 N. Roundup,Kingman,Arizona,86401.0,35.200213683373,-113.902358868424
202896,CEMEX - COOLIDGE,Active,Surface,14152 N Attaway Road,Coolidge,Arizona,85182.0,33.009318779792,-111.473308922981
202919,MARANA PLANT,Active,Surface,10100 W. Avra Valley Road,Marana,Arizona,85653.0,32.402692234016,-111.180492204882
202933,AVONDALE PLANT,Active,Surface,5301 S Dysart,Avondale,Arizona,85323.0,33.400723838388,-112.34038989056
202938,Schuck Development Corp,Intermittent,Surface,3460 N Sabin Brown Rd,Wickenburg,Arizona,85390.0,33.966522506703,-112.806174534359
202942,ALPINE DUMP PIT,Intermittent,Surface,HWY 180 & 191,ALPINE,Arizona,85920.0,33.913119664969,-109.16989503226
202956,Goat Creek Mining,Intermittent,Surface,3838 E Hwy 260,Star Valley,Arizona,85541.0,34.253888710965,-111.263068680565
202969,Cooley Knoll Pit,Intermittent,Surface,1950 E Adams St.,Show Low,Arizona,85924.0,34.257021957008,-110.022467545813
203035,FNF Crushing 8,Intermittent,Surface,115 S. 48th St. ,Tempe,Arizona,85281.0,33.427199244475,-111.977384758683
203036,FNF Crushing 4,Active,Surface,115 S. 48th St.,Tempe,Arizona,85281.0,33.427199244475,-111.977384758683
203046,Charter Materials LLC  (Plant 100),Active,Surface,"4455 E. Perkinsville Road, P.O. Box 3600",CHINO VALLEY,Arizona,86323.0,34.770545185159,-112.388644278442
203074,Babacomari Ranch Plant,Active,Surface,401 E. Railroad Dr.,Huachuca City,Arizona,85616.0,31.645834547435,-110.340535366828
203107,West Side Pit,Active,Surface,6225 N El Mirage Rd,Glendale,Arizona,85307.0,33.525599346428,-112.323823163179
203143,Padilla Crush and Screening Plant,Active,Surface,409 Camino Ramanote,Rio Rico,Arizona,85648.0,31.473510711055,-111.014778152589
203145,Mine #3,Intermittent,Surface,3914 E. Presidio St,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203146,1014 EAGLE MOUNTAIN QUARRY ,Active,Surface,12398 South Dean Rd ,Buckeye,Arizona,85326.0,33.33411902337,-112.521728124985
203147,Mine #4,Intermittent,Surface,3914 E. Presidio Street,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203191,P & P Materials LLC,Active,Surface,27035 E Pinal Air Park Rd,Marana,Arizona,85653.0,32.506158106306,-111.305281563369
203275,MORE SAND,Active,Surface,6902 Orange Box Dr,Flagstaff,Arizona,86004.0,35.25258216331,-111.525728967338
203284,Mine #6,Intermittent,Surface,3914 E. Presidio St.,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203289,Mine #7,Intermittent,Surface,3914 East Presidio Street,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203298,CP2,Intermittent,Surface,4000 N. Leslie Canyon Rd,Douglas,Arizona,85607.0,31.378831183717,-109.545217439017
203313,Phoenix,Active,Surface,13333 W' Southern ave,Avondale ,Arizona,85323.0,33.391778970037,-112.348078757955
203331,Glendale Plant,Active,Surface,6501 N Agua Fria Shores.,Glendale ,Arizona,85307.0,33.530164940218,-112.306916886842
203336,Emerald Pit,Active,Surface,"1037 S. Old Bisbee Hwy,",Tombstone,Arizona,85638.0,31.697102029474,-110.054243937026
203350,Diablo Plant # 136,Active,Surface,15540 N. Kenworthy Road,Coolidge,Arizona,85128.0,33.020166106374,-111.541791833263
203354,Mine #8,Active,Surface,3914 E. Presidio St.,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203363,Yavapai ,Intermittent,Surface,1100 Commerce Dr,Prescott,Arizona,86305.0,34.606388516077,-112.459617650321
203378,Thunder Material Source,Active,Surface,4701 E Duece of Clubs,Show Low,Arizona,85901.0,34.261218887254,-109.992649646522
203384,Maxus 1-Portable Crusher,Intermittent,Surface,3914 E Presidio St.,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203390,Plant 1 Avondale,Active,Surface,6400 S. El Mirage Road,Tolleson,Arizona,85353.0,33.388376620896,-112.323209398368
203407,Jackrabbit Aggregates,Active,Surface,8050 S Jackrabbit Tr,Buckeye,Arizona,85326.0,33.380280376437,-112.4783003637
203408,Plant # 1,Active,Surface,3602 S Burris Rd,Casa Grande,Arizona,85193.0,32.850047565289,-111.791653781205
203410,Mine #9,Intermittent,Surface,3914 East Presidio Street,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203413,Plant 1,Active,Surface,"Southern and SR 85 Buckeye, AZ 85326",Buekeye,Arizona,85326.0,33.392181919329,-112.625385878438
203415,Gila 240,Active,Surface,12706 W Southern Ave,Avondale,Arizona,85323.0,33.391880330323,-112.332011036189
203417,Schist Quarry,Active,Surface,17215 E Trails End Rd,Mayer,Arizona,86333.0,34.344266624073,-112.160888098356
203419,ARMCO,Active,Surface,21209 W Beloat Rd,Buckeye,Arizona,85326.0,33.362937232978,-112.504751369622
203425,Mine #10,Intermittent,Surface,3914 East Presidio Street,Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203434,Maxus 3,Active,Surface,"25376 W Tonopah Salome Hwy, ",Buckeye,Arizona,85396.0,33.445689815107,-112.614997581636
203437,Josephine Canyon Pit,Intermittent,Surface,1871 Pendleton dr,Rio Rico,Arizona,85648.0,31.541006685913,-111.019488429191
203444,Dose Pit,Active,Surface,C/O 14900 East Hwy 169,Dewey,Arizona,86327.0,34.541212201752,-112.195123843664
203450,Hayhook Sand & Gravel,Intermittent,Surface,393 W Patton St,Huachuca City,Arizona,85616.0,31.624236763172,-110.331496094391
203452,PAIR A DICE,Active,Surface,22106 W Eagle Mountain Rd,Buckeye,Arizona,85326.0,33.341434095909,-112.528652976987
203454,Shelton Pit,Intermittent,Surface,3252 E Shelton Rd,Willcox,Arizona,85643.0,32.021550991177,-109.804606767067
203458,Mine #11,Intermittent,Surface,3914 East Presidio Street,MESA,Arizona,85215.0,33.472852158129,-111.745274442143
203463,DBY MINING BUCKEYE PIT,Active,Surface,1635 N Greenfield Rd Suite 106,Mesa,Arizona,852054010.0,33.445051743862,-111.736119213695
203470,Tombstone Spencer Materials,Intermittent,Surface,1037 S OLD BISBEE HWY,TOMBSTONE,Arizona,85638.0,31.697102029474,-110.054243937026
203471,Coolidge Plant,Intermittent,Surface,"2295 N. Nafziger Road Coolidge, AZ. 85218",Coolidge,Arizona,85128.0,33.006554109613,-111.489450261878
203479,Tanks Wilmot landfill,Intermittent,Surface,11505 s wilmot rd,tucson,Arizona,85756.0,32.04408872107,-110.858767159645
203484,MAXUS04,Intermittent,Surface,"3914 E Presidio St, ",Mesa,Arizona,85215.0,33.472852158129,-111.745274442143
203493,1024 San Tan Valley,Intermittent,Surface,39401 North Schnepf Road,San Tan Valley,Arizona,85140.0,33.236692179619,-111.528685602416
203501,Portable Crusher No. 4,TempIdle,Surface,4215 E McDowell Rd. #201,Mesa,Arizona,85215.0,33.466311567333,-111.739544228202
203502,Portable Crusher No. 5,TempIdle,Surface,4215 E McDowell Rd. #201,Mesa,Arizona,85215.0,33.466311567333,-111.739544228202
203503,Portable Crusher No. 6,TempIdle,Surface,4215 E McDowell Rd. #201,Mesa,Arizona,85215.0,33.466311567333,-111.739544228202
203504,Dixon Rock and Materials LLC,Intermittent,Surface,844 S Highland Avenue,Globe,Arizona,85501.0,33.390013248922,-110.778138787695
203507,Western Skies Aggregate Pit,Active,Surface,1020 S SCHRITTER WAY,Kingman,Arizona,86401.0,35.173649854575,-113.986969539453
203513,Hayhook Plant,Intermittent,Surface,393 W Patton St,Huachuca city,Arizona,85616.0,31.624236763172,-110.331496094391
203514,AGG #1,Active,Surface,17705 W Southern Ave,Goodyear,Arizona,853384813.0,33.391912121439,-112.444606178418
203515,Tombstone Gold and Silver,Intermittent,Surface,1037 Old Bisbee Hwy.,Tombstone,Arizona,85638.0,31.706580201663,-110.057284224413
203527,MAXUS5,Intermittent,Surface,3233 N Piedra Cir,Mesa,Arizona,85207.0,33.474799322575,-111.66180043803
300400,Dredge David H,Active,Surface,6511 HWY. 319W,Conway,Arkansas,72034.0,35.104631747675,-92.543385173035
300608,Skorcz Pit & Plant,Active,Surface,4753 Grant 8,Sheridan ,Arkansas,72150.0,34.228305757886,-92.500810993192
301146,SMITH GRAVEL PIT,Active,Surface,10529 State Hwy 54 East,Star City,Arkansas,71667.0,33.900848892191,-91.845708981785
301501,STANDARD GRAVEL CO INC,Active,Surface,533 Ouachita Road 95,Bearden,Arkansas,71720.0,33.752671066646,-92.683101782535
301545,JOHNSVILLE COMPANY LLC,Active,Surface,281 BRADLEY 56,HERMITAGE,Arkansas,71647.0,33.361006383678,-92.019406501657
301572,Cross County Material,Intermittent,Surface,733 Hwy 64B,Wynne,Arkansas,72396.0,35.251472274144,-90.975403954625
301603,Harrisburg South- Plant #14,Active,Surface,18595 Farm Hill Road,Harrisburg,Arkansas,72432.0,35.494624161904,-90.706901240221
301619,BLUE BAYOU SAND & GRAVEL LLC,Active,Surface,229 Oliver Rd,Nashville,Arkansas,71852.0,33.962718173585,-93.971716100251
301799,Lentz Sand & Gravel,Active,Surface,638 Hwy 9 South,Morrilton,Arkansas,72110.0,35.122592357855,-92.748704121374
301813,Dredge Cora J,Active,Surface,2200 Lincoln Avenue,North Little Rock,Arkansas,72114.0,34.751531681269,-92.243679595076
301823,Lentz Sand & Gravel LLC,Active,Surface,1463 Lollie Road,Conway,Arkansas,72034.0,35.057623173697,-92.534634661457
301857,B & B GRAVEL #2,Active,Surface,1257 Highway 9,Bearden,Arkansas,71720.0,33.769058106129,-92.705899318905
301867,Ouachita Rock Portable,Active,Surface,154  South Golden Lane,Mena,Arkansas,71953.0,34.548006659484,-94.258901288114
301887,Cossatot Rock LLC,Active,Surface,113 Old Dierks Hwy,Lockesburg,Arkansas,71846.0,34.04641941376,-94.199946895792
301938,Fisher Industries Plant #35,Intermittent,Surface,3020 Energy Drive,Dickinson,North Dakota,58601.0,46.884836543546,-102.738483395416
302051,Big Oak Sand & Gravel #2,Active,Surface,1709 Grigsby Ford Rd.,Malvern,Arkansas,72104.0,34.345107879555,-92.877477926408
302070,Stapp Quarries LLC,Active,Surface,7831 E Philpot Rd,Ozark,Arkansas,72949.0,35.508721515368,-93.743838140427
302095, Lost Creek Mine,Active,Surface,5663 Grant 8,Sheridan,Arkansas,72150.0,34.230371180257,-92.507714787338
302096,Gravel Ridge Quarry,Intermittent,Surface,12000 Brockington Rd.,Sherwood,Arkansas,72120.0,34.85495679551,-92.201046917275
302099,Heritage Farms,Active,Surface,14821 Greenburrow Road,Fayetteville,Arkansas,72704.0,36.073014012289,-94.314739909531
400089,MISSION GORGE PLANT,Active,Surface,7500 Mission Gorge Road,San Diego,California,92120.0,32.807477800883,-117.076991812508
400135,JAMACHA QUARRY,Active,Surface,1720 Jamacha Rd.,El Cajon,California,92019.0,32.761509739107,-116.927935044341
401036,CLEARLAKE LAVA,Active,Surface,14572 E. Hwy 20,Clearlake Oaks,California,95423.0,39.011955525006,-122.627158517561
401679,Martis Valley Plant,Intermittent,Surface,13879 Joerger Road,Truckee,California,96161.0,39.329889038091,-120.130849559198
401680,Perkins Plant,Active,Surface,8760 Kiefer Blvd.,Sacramento,California,95826.0,38.547003623784,-121.380796527738
401690,Littlerock Plant,Active,Surface,7311 East Ave T,Littlerock,California,93543.0,34.542822149217,-118.008761821724
401698,Hallwood Plant,Active,Surface,8305 Hallwood Blvd.,Marysville,California,95901.0,39.202232231696,-121.510830810718
401710,Solvang Plant,Active,Surface,1214 Mission Drive,Solvang,California,93463.0,34.595049951633,-120.153712482278
401712,Morehead Pit,Active,Surface,10373 South Butte Road,Sutter,California,95982.0,39.153947698668,-121.804740084837
401734,Durbin Plant,Active,Surface,13000 E. Los Angeles Street,Irwindale,California,91706.0,34.091917522198,-117.98805414775
401755,Ten Mile River Plant,Intermittent,Surface,1221 N Main St,Fort Bragg,California,95437.0,39.466677222561,-123.804143454672
401763,IRWINDALE PLANT,Active,Surface,1245 E. Arrow Highway,Irwindale,California,91706.0,34.114274532976,-117.98297152514
401769,Hughson Aggregates,Active,Surface,1100 Lowe Road,Hughson,California,95326.0,37.615246053747,-120.82362006735
401770,Ford Gravel,Active,Facility,900 Talmage Road,Ukiah,California,95482.0,39.13365673434,-123.183822443385
401774,Knife River Newman Aggregate,Active,Surface,3407 W. Stuhr Rd.,Newman,California,95360.0,37.33353192858,-121.08639160273
401800,San Emidio Plant,Active,Surface,16101 Hwy 166 ,Bakersfield,California,93313.0,35.05829457915,-119.221194290972
401808,UPLAND PIT AND MILL,Active,Surface,2193 W. Foothill Blvd,Upland,California,91786.0,34.106864555155,-117.693982223268
401819,Bear River Materials,Active,Surface,2701 Combie Road,Meadow Vista,California,95722.0,39.021822473352,-121.030893779736
401838,Irwindale Aggregates,Active,Surface,13550 Live Oak Avenue,Irwindale,California,917062075.0,34.108234960202,-117.978716375308
401843,TRP-Los Banos Plant,Active,Surface,22101 Sunset Avenue,Los Banos,California,93635.0,37.027545704894,-120.892337553144
401854,HJ HOVE,Active,Surface,38050 Monroe St.,Indio,California,92203.0,33.767480276861,-116.23407775973
401859,Sunol Aggregates,Active,Surface,7999 Athenour Way,Sunol,California,94586.0,37.574959314639,-121.878730950073
401865,Sousa Ready Mix,Active,Surface,100 Upton Road,Mt. Shasta,California,96067.0,41.339131028045,-122.341804088202
401878,USMC Ione Plant ,Active,Surface,8625 State Highway 124,Ione,California,95640.0,38.335722543335,-120.935436952765
401879,Coalinga Pit,Active,Surface,38940 Highway 33,Coalinga,California,93210.0,36.165779140581,-120.354627400066
401891,Eliot Plant,Active,Surface,1544 Stanley Blvd.,Pleasanton,California,94566.0,37.673335840686,-121.829735923536
401897,Rockfield Plant,Active,Surface,13475 North Friant Road,Friant,California,93626.0,36.930172734755,-119.730912808339
401924,Pleasanton Plant,Active,Surface,50 El Charro Road,Pleasanton,California,94588.0,37.674551706009,-121.826853531115
401937,Sanger Plant,Active,Surface,17041 East Kings Canyon Hwy,Sanger,California,93567.0,36.732172683071,-119.482855583602
401943,7/11 Materials Inc,Active,Surface,19412 Yosemite,Waterford,California,95386.0,37.641881981474,-120.637149788058
401959,SISQUOC AGGREGATES,Active,Surface,5325 Foxen Canyon Road,Sisquoc,California,93454.0,34.860053056814,-120.28266439987
401973,Woodland Plant,Active,Surface,35030 County Road 20,Woodland,California,95695.0,38.69250032301,-121.852455006868
401974,Hallwood Plant,Active,Surface,3331 WALNUT AVENUE,HALLWOOD,California,95901.0,39.192044977719,-121.492277816072
401984,San Bernardino Plant,Active,Surface,2400 West Highland Avenue,San Bernardino,California,92407.0,34.136130646545,-117.341734826948
401987,CAMPUS PLANT ,Active,Surface,2006 N. Campus Ave.,Upland,California,91786.0,34.143467329243,-117.642948396226
401996,Valley Rock Products-Orland,Active,Surface,7266 HWY 32,Orland,California,95963.0,39.746727106176,-122.112610816408
402098,DeSilva Gates Aggregates,Active,Surface,6527 Calaveras Road,Sunol,California,94586.0,37.532477859516,-121.853567413879
402125,PALMDALE PLANT,Active,Surface,6851 E. Avenue T,Little Rock,California,93543.0,34.542805331519,-118.012171224074
402251,Slaughterhouse Aggregates,Intermittent,Surface,12560 Highway 67,Lakeside,California,92040.0,32.907738256364,-116.944575713159
402279,Robinson Gravel Pit / Ophir Rd. Quarry,Active,Surface,9601 Ophir Rd.,Newcastle,California,95658.0,38.879281082367,-121.126275466291
402685,LAKESIDE - VIGILANTE AGGREGATES,Active,Surface,12525 Hwy 67,Lakeside,California,92040.0,32.92428231935,-116.945427840315
402696,Munn & Perkins Pit & Mill,Active,Surface,26292 E River Road,Escalon,California,95320.0,37.761700319803,-120.986166324786
402714,Humboldt Quarries,Intermittent,Surface,1106 Second Street,Eureka,California,95501.0,40.805281569372,-124.159825475693
402764,Sandy Prairie Portable Crusher Plant A,Intermittent,Surface,700 Riverwalk Drive,Fortuna,California,95540.0,40.585095820457,-124.154624059161
402792,Vernalis Plant,Active,Surface,36314 S. Bird Rd,Tracy,California,95304.0,37.621009638151,-121.360987315166
402800,Ohe Sand & Gravel Inc,Active,Surface,16643 Hwy 120,Oakdale,California,95631.0,37.805571984157,-120.700471331801
402815,Banning,Active,Surface,1000 North Hathaway,Banning,California,92220.0,33.916886602658,-116.859285702073
402841,Merced Aggregates,Active,Surface,12523 N. Hwy 59,Merced,California,95348.0,37.468360223325,-120.498780071997
402999,CANEBRAKE PIT,Active,Surface,31817 Hwy 178,Onyx,California,93255.0,35.748737657063,-118.112406350161
403002,Tidewater Oakland Marine Aggregate,Active,Surface,4501 Tidewater Ave.,Oakland,California,94601.0,37.764743183686,-122.222838274886
403031,GAREY ROCK PLANT,Active,Surface,4680 Santa Maria Mesa Road,Santa Maria,California,93454.0,34.89248194017,-120.296964373594
403107,Bradshaw ,Active,Surface,4291 Bradshaw Road,Sacramento,California,95827.0,38.544013825952,-121.334889802081
403177,Quail Hollow Operation,Active,Surface,405 Quail Hollow Road,Felton,California,95018.0,37.07720620228,-122.058097306359
403178,Lucerne Valley Pit,Active,Surface,8701 Meridian Road,Lucerne Valley,California,92356.0,34.41204740055,-116.928238133485
403200,RELIANCE PLANT,Active,Surface,16001 Foothill Boulevard,Irwindale,California,91706.0,34.133767412833,-117.929433079335
403299,Greenstone Materials Quarry,Active,Surface,33977 Ortega Highway,San Juan Capistrano,California,92675.0,33.532087850342,-117.550777768622
403367,Fitch Road Pit,Active,Surface,886 FITCH RD,ALTURAS,California,96101.0,41.499139336546,-120.481378269823
403608,Pt Lakeview Rock & Redi Mix,Active,Surface,13329 Point Lakeview Rd,Lower Lake,California,95423.0,38.933613844547,-122.661198518254
403646,All American Aggregates,Active,Surface,1776 All American Way,Corona,California,92879.0,33.869002416837,-117.529247684791
403684,MAITRI CANYON PLANT,Active,Surface,25050 Maitri Rd.,Corona,California,92883.0,33.754901816701,-117.480876134715
403871,Mayhew Plant,Active,Surface,24980 maitri road,CORONA - RIVERSIDE,California,92883.0,33.754148049487,-117.480947724682
404080,Chula Vista Quarry,Active,Surface,2275 Hard Rock Road,Chula Vista,California,91913.0,32.58992536238,-116.994427039669
404140,Moorpark Quarry,Active,Surface,9035 Roseland Ave,Moorpark,California,93021.0,34.333713426541,-118.880388023574
404146,Aggregate Products,Active,Surface,17400 Clear Creek Rd,Redding,California,96001.0,40.505819792709,-122.410662330572
404157,Maitri Sand and Gravel,Active,Surface,24867 Maitri Rd,Corona,California,92883.0,33.760781199901,-117.481600578649
404289,Deer Creek Asphalt,Active,Surface,27671 Avenue 120,Porterville,California,93257.0,36.002874989401,-118.94472976799
404618,Valley Rock Products - Willows,Active,Surface,6805 County Road 39,Willows,California,95988.0,39.582216595305,-122.159090440054
404622,Valley Rock Products - Red Bluff Plant,Active,Surface,22005 Gyle Road,Corning,California,96021.0,39.928263266997,-122.215994023355
404634,Rocky Canyon Plant,Active,Surface,10415 Rocky Canyon Road,Atascadero,California,93442.0,35.462648542061,-120.623606506209
404647,PLANT 25,Active,Surface,2735 Bolsa RD,Hollister,California,95023.0,36.892364882201,-121.424125310475
404652,Redlands,Active,Surface,8353 Alabama Street,Redlands,California,92373.0,34.102457089576,-117.208729618075
404665,Mojave Pit,Active,Surface,7037 Trotter Avenue,Mojave,California,93501.0,34.965511342898,-118.290031929248
404749,"Troesh Recycling, Inc. dba RoXsand",Active,Surface,2280 Hutton Rd.,Nipomo,California,93444.0,34.99445795536,-120.435414534195
404772,TRP-Sacramento Plant,Active,Surface,11501 Florin Road,Sacramento,California,95830.0,38.496724024814,-121.255270586234
404794,MT. GAINES MINE,Active,Surface,7176 Mt. Gaines Rd.,Hornitos,California,95325.0,37.533628557875,-120.17659998368
404803,Palmdale ,Active,Surface,37790 75th St. East,Palmdale,California,93552.0,34.572248733523,-117.995886518127
404807,Thousand Palms Pit,Active,Surface,72200 Vista Chino,Thousand Palms,California,92276.0,33.845458098063,-116.405672754678
404869,Redlands Quarry,Active,Surface,8731 N. Orange St.,Redlands,California,92374.0,34.095336793828,-117.182381194738
404916,Oro Grande Pit,Active,Surface,23382 National Trails Hwy,Oro Grande ,California,92368.0,34.674324696002,-117.33975488366
404930,Holliday Rock-Little Rock Plant ,Active,Surface,7749 E. Ave T,Little Rock,California,93543.0,34.542877895445,-117.995296634898
404950,Western Aggregates LLC,Active,Surface,4711 Hammonton Rd,Marysville,California,95901.0,39.179011682999,-121.451617721827
