Facility Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Cement Production
1009018.0,"GCC RIO GRANDE, INC. TIJERAS PLANT",TIJERAS,NM,87059.0,11783 STATE HIGHWAY 14 S,BERNALILLO COUNTY,35.07,-106.39,327310.0,328715.006
1003770.0,GIANT CEMENT COMPANY,HARLEYVILLE,SC,29448.0,654 JUDGE STREET,DORCHESTER COUNTY,33.24,-80.44,327310.0,576091.952
1002431.0,HANSON PERMANENTE CEMENT,CUPERTINO,CA,95014.0,24001 STEVENS CREEK BLVD.,SANTA CLARA COUNTY,37.32,-122.09,327310.0,0.0
1001835.0,HEIDELBERG MATERIALS US CEMENT LLC/ NAZARETH,NAZARETH,PA,18064.0,3938 EASTON NAZARETH HIGHWAY,NORTHAMPTON COUNTY,40.73,-75.3,327310.0,677593.34
1006450.0,HERCULES CEMENT STOCKERTOWN PLT QUARRY,STOCKERTOWN,PA,18083.0,501 CENTER ST.,NORTHAMPTON COUNTY,40.75,-75.26,327310.0,551583.842
1006234.0,HM Cement Southeast LLC,LEEDS,AL,35094.0,8401 SECOND AVENUE,JEFFERSON COUNTY,33.54,-86.54,327310.0,548171.808
1007563.0,HOLCIM (US) INC STE GENEVIEVE PLANT,BLOOMSDALE,MO,63627.0,2942 US HWY 61,STE. GENEVIEVE COUNTY,38.11,-90.26,327310.0,2981277.55
1006815.0,HOLCIM (US) INC.,HOLLY HILL,SC,29059.0,2173 Gardner Boulevard,ORANGEBURG COUNTY,33.28,-80.43,327310.0,1357842.32
1005874.0,HOLCIM (US) INC. D/B/A LAFARGE ALPENA,ALPENA,MI,49707.0,1435 FORD AVENUE,ALPENA COUNTY,45.07,-83.4,327310.0,1807796.34
1004131.0,HOLCIM (US) INC. DEVIL\S SLIDE PLANT,MORGAN,UT,84050.0,6055 EAST CROYDON ROAD,MORGAN COUNTY,41.06,-111.53,327310.0,710961.0
1002055.0,HOLCIM (US) Inc,MIDLOTHIAN,TX,76065.0,1800 DOVE LN.,ELLIS COUNTY,32.51,-96.97,327310.0,1241508.81
1002204.0,HOLCIM INCORPORATED,ADA,OK,74820.0,14500 CR 1550,PONTOTOC COUNTY,34.77,-96.7,327310.0,364152.39
1006136.0,Heidelberg Materials,LOGANSPORT,IN,46947.0,3084 W CR 225 S,CASS COUNTY,40.73,-86.43,327310.0,531233.156
1003891.0,Heidelberg Materials US Cement LLC,Mitchell,IN,47446.0,200 Mill Creek Road,LAWRENCE COUNTY,38.74,-86.46,327310.0,375704.2
1002517.0,Heidelberg Materials US Cement LLC,SPEED,IN,47172.0,301 US 31,CLARK COUNTY,38.42,-85.75,327310.0,427170.22
1002787.0,Heidelberg Materials US Cement LLC,UNION BRIDGE,MD,21791.0,675 QUAKER HILL ROAD,CARROLL COUNTY,39.56,-77.17,327310.0,1919082.082
1000290.0,Heidelberg Materials US Cement LLC,GLENS FALLS,NY,12801.0,313 WARREN STREET,Warren,43.31,-73.62,327310.0,242811.748
1005742.0,Heidelberg Materials/EVANSVILLE CEMENT PLT & QUARRY,FLEETWOOD,PA,19522.0,537 EVANSVILLE RD,BERKS COUNTY,40.47,-75.9,327310.0,567328.22
1000243.0,Holcim (US) INC JOPPA PLANT,GRAND CHAIN,IL,62941.0,2500 PORTLAND RD,MASSAC COUNTY,37.22,-88.88,327310.0,394100.0
1004810.0,Holcim (US) Inc,Theodore,AL,36582.0,3051 Hamilton Boulevard,MOBILE COUNTY,30.53,-88.11,327310.0,710301.65
1003008.0,Holcim (US) Inc. - Portland Plant,Florence,CO,81226.0,3500 Highway 120,FREMONT COUNTY,38.33,-105.01,327310.0,777565.66
1004078.0,"Holcim (US), Inc.",Hagerstown,MD,21742.0,1260 Security Rd,WASHINGTON COUNTY,39.65,-77.68,327310.0,562587.94
1007766.0,Holcim US - Paulding Plant (INCLUDING SYSTECH ENV CORP),PAULDING,OH,45879.0,11435 COUNTY ROAD 176,PAULDING COUNTY,41.18,-84.6,327310.0,372980.5
1006738.0,ILLINOIS CEMENT CO,LASALLE,IL,61301.0,1601 ROCKWELL ROAD,LASALLE COUNTY,41.33,-89.08,327310.0,759864.756
1005622.0,KEYSTONE CEMENT COMPANY,BATH,PA,18014.0,6507 Nor-Bath Blvd,NORTHAMPTON COUNTY,40.72,-75.4,327310.0,633083.352
1007997.0,KOSMOS CEMENT CO,LOUISVILLE,KY,40272.0,15301 DIXIE HIGHWAY,JEFFERSON COUNTY,38.03,-85.91,327310.0,1247344.36
1005639.0,LAFARGE NA WHITEHALL PLANT,WHITEHALL,PA,18052.0,5160 MAIN ST.,LEHIGH COUNTY,40.69,-75.51,327310.0,432557.58
1005352.0,LEHIGH CEMENT CO LLC,MASON CITY,IA,50401.0,700 25TH STREET NORTHWEST,CERRO GORDO COUNTY,43.18,-93.21,327310.0,494695.652
1002049.0,LEHIGH CEMENT CO LLC / WACO PLANT,WOODWAY,TX,76712.0,100 S WICKSON RD,MCLENNAN COUNTY,31.48,-97.24,327310.0,78696.5
1000198.0,LEHIGH WHITE CEMENT CO LLC,YORK,PA,17404.0,200 HOKES MILL ROAD,YORK COUNTY,39.95,-76.77,327310.0,78838.28
1004289.0,LONE STAR IND INC DBA BUZZI UNICEM USA PRYOR CEMENT PLANT,PRYOR,OK,74361.0,2430 S. 437,MAYES COUNTY,36.3,-95.33,327310.0,284108.15
1006112.0,LONE STAR INDUSTRIES,CAPE GIRARDEAU,MO,63701.0,2524 SOUTH SPRIGG STREET,CAPE GIRARDEAU COUNTY,37.27,-89.54,327310.0,822073.236
1005302.0,LONE STAR INDUSTRIES INC,GREENCASTLE,IN,46135.0,3301 SOUTH COUNTY ROAD 150 W,PUTNAM COUNTY,39.62,-86.87,327310.0,1004808.93
1005360.0,Lafarge Ravena Cement Plant,RAVENA,NY,12143.0,1916 ROUTE 9 WEST,RENSSELAER COUNTY,42.55,-73.67,327310.0,1008840.61
1006110.0,"Lone Star Industries, Inc. /dba/ BUZZI UNICEM USA",MARYNEAL,TX,79535.0,202 County Road 306,NOLAN COUNTY,32.25,-100.46,327310.0,634490.354
1007792.0,"MARTIN MARIETTA NORTH TEXAS CEMENT, LLC",MIDLOTHIAN,TX,76065.0,245 WARD ROAD,ELLIS COUNTY,32.46,-97.03,327310.0,1497426.17
1001701.0,MONARCH CEMENT COMPANY (THE),HUMBOLDT,KS,66748.0,449 1200th Street,ALLEN COUNTY,37.8,-95.43,327310.0,931796.0
1005978.0,MOUNTAIN CEMENT CO,LARAMIE,WY,82070.0,5 SAND CREEK ROAD,ALBANY COUNTY,41.26,-105.6,327310.0,474100.97
1007621.0,"Martin Marietta South Texas Cement, LLC",New Braunfels,TX,78132.0,7781 FM 1102,COMAL COUNTY,29.8,-98.04,327310.0,1169027.37
1005662.0,Mitsubishi Cement Corp Cushenbury Cement Plant,Lucerne Valley,CA,92356.0,5808 State Highway 18,SAN BERNARDINO COUNTY,34.44,-116.89,327310.0,1160310.934
1006642.0,NATIONAL CEMENT CO OF CALIFORNIA INC,Lebec,CA,93243.0,,KERN COUNTY,34.82,-118.75,327310.0,848109.45
1007985.0,NATIONAL CEMENT COMPANY INC.,RAGLAND,AL,35131.0,80 NATIONAL CEMENT DR.,ST. CLAIR COUNTY,33.73,-86.16,327310.0,611407.78
1004174.0,NEVADA CEMENT COMPANY,FERNLEY,NV,89408.0,,LYON COUNTY,39.62,-119.26,327310.0,403349.79
1003643.0,PHOENIX CEMENT COMPANY\S CLARKDALE FACILITY,CLARKDALE,AZ,86324.0,601 NORTH CEMENT PLANT ROAD,YAVAPAI COUNTY,34.78,-112.08,327310.0,834675.75
1003002.0,RIVER CEMENT COMPANY DBA BUZZI UNICEM USA,FESTUS,MO,63028.0,1000 RIVER CEMENT ROAD,JEFFERSON COUNTY,38.18,-90.34,327310.0,1833047.082
1000633.0,ROANOKE CEMENT CO - CLOVERDALE,TROUTVILLE,VA,24175.0,6071 CATAWBA ROAD,BOTETOURT COUNTY,37.46,-79.99,327310.0,844881.0
1000247.0,SIGNAL MOUNTAIN CEMENT CO,CHATTANOOGA,TN,37405.0,1201 SUCK CREEK ROAD,HAMILTON COUNTY,35.1,-85.35,327310.0,664783.732
1000533.0,SUWANNEE AMERICAN CEMENT,BRANFORD,FL,32008.0,5117 US HIGHWAY 27,SUWANNEE COUNTY,29.96,-82.85,327310.0,468249.354
1003883.0,"SUWANNEE AMERICAN CEMENT COMPANY, LLC",SUMTERVILLE,FL,33585.0,4750 EAST COUNTY ROAD 470,SUMTER COUNTY,28.76,-82.03,327310.0,609020.712
1005629.0,St Marys Cement INC,CHARLEVOIX,MI,49720.0,16000  BELLS BAY RD,CHARLEVOIX COUNTY,45.32,-85.3,327310.0,1371366.23
1007052.0,TARMAC PENNSUCO COMPLEX,MEDLEY,FL,33178.0,11000 NORTHWEST 121 WAY,MIAMI-DADE COUNTY,25.87,-80.38,327310.0,1194036.01
1002102.0,TEXAS LEHIGH CEMENT COMPANY LP,BUDA,TX,78610.0,1000 JACK C HAYS TRL,HAYS COUNTY,30.07,-97.86,327310.0,875073.976
1002566.0,Tehachapi Cement Plant,TEHACHAPI,CA,93561.0,13573 TEHACHAPI BLVD.,KERN COUNTY,35.12,-118.37,327310.0,625541.926
1006185.0,Trident,THREE FORKS,MT,59752.0,4070 TRIDENT ROAD,GALLATIN COUNTY,45.95,-111.48,327310.0,298897.25
