Facility Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Cement Production
1006659.0,ARGOS CEMENT LLC. - ROBERTA PLANT,CALERA,AL,35040.0,8039 HIGHWAY 25,SHELBY COUNTY,33.1,-86.8,"694,430.28"
1007566.0,ARGOS USA -Martinsburg,MARTINSBURG,WV,25401.0,1826 SOUTH QUEEN STREET,BERKELEY COUNTY,39.43,-77.98,"719,576.69"
1006785.0,ARMSTRONG CEMENT & SUPPLY,CABOT,PA,16023.0,100 CLEARFIELD ROAD,BUTLER COUNTY,40.79,-79.7,"159,616.24"
1002665.0,ASH GROVE CEMENT CO-CHANUTE PLANT,CHANUTE,KS,66720.0,1801 NORTH SANTA FE STREET,NEOSHO COUNTY,37.7,-95.46,"780,041.78"
1002421.0,ASH GROVE CEMENT COMPANY,MIDLOTHIAN,TX,76065.0,900 GIFCO ROAD,ELLIS COUNTY,32.52,-97.01,"923,845.80"
1002527.0,ASH GROVE CEMENT COMPANY-DURKEE,DURKEE,OR,97905.0,33060 SHIRTTAIL CREEK ROAD,BAKER COUNTY,44.54,-117.42,"453,111.15"
1007552.0,ASH GROVE CEMENT COMPANY-Louisville,LOUISVILLE,NE,68037.0,16215 HWY. 50,CASS COUNTY,41.01,-96.15,"668,031.50"
1002531.0,ASH GROVE CEMENT COMPANY-MONTANA CITY,CLANCY,MT,59634.0,100 HIGHWAY 518,JEFFERSON COUNTY,46.54,-111.92,"144,001.70"
1002537.0,ASH GROVE CEMENT COMPANY-SEATTLE,SEATTLE,WA,98134.0,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.57,-122.34,"305,297.85"
1007606.0,ASH GROVE CEMENT-FOREMAN,Foreman,AR,71836.0,4343 HWY 108,LITTLE RIVER COUNTY,33.7,-94.42,"531,615.89"
1007208.0,Alamo San Antonio Cement Plant,San Antonio,TX,78266.0,6055 West Green Mountain Road,BEXAR COUNTY,29.61,-98.37,"788,394.16"
1005458.0,Argos Cement LLC,NEWBERRY,FL,32669.0,4000 NORTHWEST COUNTY ROAD 235,ALACHUA COUNTY,29.69,-82.58,"583,182.58"
1002750.0,Argos Cement LLC - Harleyville Plant,HARLEYVILLE,SC,29448.0,463 JUDGE STREET,DORCHESTER COUNTY,33.23,-80.45,"553,980.81"
1006164.0,"Argos Puerto Rico, Corp.",Dorado,PR,646.0,"Road PR-2, Km 26.7",DORADO MUNICIPIO,18.39,-66.3,"134,653.00"
1002530.0,Ash Grove Cement Company-LEAMINGTON,Nephi,UT,84648.0,19090 West Highway 132,JUAB,39.56,-112.2,"407,716.58"
1003872.0,Brooksville North Cement Plant,BROOKSVILLE,FL,34614.0,16301 Ponce De Leon Blvd,HERNANDO COUNTY,28.64,-82.47,0.00
1003303.0,Brooksville South Cement Plant,BROOKSVILLE,FL,34601.0,10311 CEMENT PLANT ROAD,HERNANDO COUNTY,28.58,-82.43,"452,360.53"
1004270.0,CAPITOL CEMENT PLANT,SAN ANTONIO,TX,78217.0,11551 NACOGDOCHES RD.,BEXAR COUNTY,29.55,-98.42,"493,739.30"
1004721.0,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,KNOXVILLE,TN,37924.0,6212 CEMENT PLANT ROAD,KNOX COUNTY,36.02,-83.83,"432,761.33"
1007877.0,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,LYONS,CO,80540.0,5134 UTE HIGHWAY,BOULDER COUNTY,40.2,-105.24,"365,613.02"
1002308.0,CEMEX Construction Materials Pacific LLC,Apple Valley,CA,92308.0,25220 Black Mountain Quarry Road,SAN BERNARDINO COUNTY,34.62,-117.1,"1,558,242.00"
1007663.0,"CEMEX Construction Materials South, LLC",NEW BRAUNFELS,TX,78132.0,2580 WALD ROAD,COMAL COUNTY,29.67,-98.18,"1,736,329.91"
1004758.0,CEMEX MIAMI,MIAMI,FL,33182.0,1200 NW 137TH AVE,MIAMI-DADE,25.79,-80.42,"580,223.22"
1005331.0,CEMEX SOUTHEAST LLC,CLINCHFIELD,GA,31013.0,2720 HIGHWAY 341 SOUTH,HOUSTON COUNTY,32.42,-83.63,"356,909.15"
1008033.0,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",DEMOPOLIS,AL,36732.0,1617 ARCOLA ROAD,MARENGO COUNTY,32.51,-87.82,"243,485.20"
1005987.0,CONTINENTAL CEMENT COMPANY LLC,HANNIBAL,MO,63401.0,10107 HWY 79 SOUTH,RALLS COUNTY,39.68,-91.31,"731,511.80"
1006401.0,CalPortland Company Colton Plant,Colton,CA,92324.0,695 S Rancho Avenue,SAN BERNARDINO COUNTY,34.06,-117.34,0.00
1006842.0,CalPortland Company Mojave Plant,Mojave,CA,93501.0,9350 Oak Creek Road,KERN COUNTY,35.03,-118.32,"1,110,099.43"
1007927.0,CalPortland Company Oro Grande Plant,Oro Grande,CA,92368.0,19409 National Trails Highway,SAN BERNARDINO COUNTY,34.6,-117.34,"1,032,615.20"
1006669.0,CalPortland Company Rillito Plant,Rillito,AZ,85654.0,11115 North Casa Grande Highway,PIMA COUNTY,32.41,-111.15,"624,792.37"
1004385.0,Central Plains Cement Company LLC,Sugar Creek,MO,64050.0,2200 N. Courtney Road,JACKSON COUNTY,39.14,-94.42,"733,899.59"
1003594.0,DRAGON CEMENT,THOMASTON,ME,4861.0,107 NEW COUNTY RD,KNOX COUNTY,44.08,-69.16,"314,151.99"
1006077.0,Davenport Plant,BUFFALO,IA,52728.0,301 E FRONT ST,SCOTT COUNTY,41.46,-90.7,"898,455.93"
1001689.0,Drake Cement,Paulden,AZ,86334.0,5001 E. Drake Rd.,YAVAPAI,34.98,-112.38,"193,824.57"
1007216.0,"EAGLE MATERIALS, INC.",TULSA,OK,74116.0,2609 N. 145TH E. AVE.,ROGERS COUNTY,36.19,-95.81,"410,028.78"
1006212.0,Fairborn Cement Company LLC,XENIA,OH,45385.0,3250 LINEBAUGH ROAD,GREENE COUNTY,39.78,-83.97,"528,367.72"
1004539.0,GCC DACOTAH,RAPID CITY,SD,57702.0,501 NORTH SAINT ONGE STREET,PENNINGTON COUNTY,44.09,-103.27,"445,842.90"
1006363.0,"GCC Permian, LLC",ODESSA,TX,79766.0,16501 WEST MURPHY STREET,ECTOR COUNTY,31.75,-102.55,"251,752.70"
