Facility Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Cement Production
1006659.0,ARGOS CEMENT LLC. - ROBERTA PLANT,CALERA,AL,35040.0,8039 HIGHWAY 25,SHELBY COUNTY,33.1,-86.8,"838,334.70"
1007566.0,ARGOS USA -Martinsburg,MARTINSBURG,WV,25401.0,1826 SOUTH QUEEN STREET,BERKELEY COUNTY,39.43,-77.98,"889,888.25"
1006785.0,ARMSTRONG CEMENT & SUPPLY,CABOT,PA,16023.0,100 CLEARFIELD ROAD,BUTLER COUNTY,40.79,-79.7,"155,233.56"
1002665.0,ASH GROVE CEMENT CO-CHANUTE PLANT,CHANUTE,KS,66720.0,1801 NORTH SANTA FE STREET,NEOSHO COUNTY,37.7,-95.46,"787,237.46"
1002421.0,ASH GROVE CEMENT COMPANY,MIDLOTHIAN,TX,76065.0,900 GIFCO ROAD,ELLIS COUNTY,32.52,-97.01,"1,367,796.00"
1002527.0,ASH GROVE CEMENT COMPANY-DURKEE,DURKEE,OR,97905.0,33060 SHIRTTAIL CREEK ROAD,BAKER COUNTY,44.54,-117.42,"491,834.30"
1007552.0,ASH GROVE CEMENT COMPANY-Louisville,LOUISVILLE,NE,68037.0,16215 HWY. 50,CASS COUNTY,41.01,-96.15,"643,147.49"
1002531.0,ASH GROVE CEMENT COMPANY-MONTANA CITY,CLANCY,MT,59634.0,100 HIGHWAY 518,JEFFERSON COUNTY,46.54,-111.92,"253,072.88"
1002537.0,ASH GROVE CEMENT COMPANY-SEATTLE,SEATTLE,WA,98134.0,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.57,-122.34,"354,807.55"
1007606.0,ASH GROVE CEMENT-FOREMAN,Foreman,AR,71836.0,4343 HWY 108,LITTLE RIVER COUNTY,33.69,-94.42,"644,137.40"
1007208.0,Alamo San Antonio Cement Plant,San Antonio,TX,78266.0,6055 West Green Mountain Road,BEXAR COUNTY,29.61,-98.37,"727,844.45"
1005458.0,Argos Cement LLC,NEWBERRY,FL,32669.0,4000 NORTHWEST COUNTY ROAD 235,ALACHUA COUNTY,29.69,-82.58,"636,280.33"
1002750.0,Argos Cement LLC - Harleyville Plant,HARLEYVILLE,SC,29448.0,463 JUDGE STREET,DORCHESTER COUNTY,33.23,-80.45,"595,830.83"
1006164.0,"Argos Puerto Rico, Corp.",Dorado,PR,646.0,"Road PR-2, Km 26.7",DORADO MUNICIPIO,18.39,-66.3,"96,743.60"
1002530.0,Ash Grove Cement Company-LEAMINGTON,Nephi,UT,84648.0,19090 West Highway 132,JUAB COUNTY,39.56,-112.2,"405,681.78"
1003872.0,Brooksville North Cement Plant,BROOKSVILLE,FL,34614.0,16301 Ponce De Leon Blvd,HERNANDO COUNTY,28.64,-82.47,0.00
1003303.0,Brooksville South Cement Plant,BROOKSVILLE,FL,34601.0,10311 CEMENT PLANT ROAD,HERNANDO COUNTY,28.58,-82.43,"669,386.25"
1004270.0,CAPITOL CEMENT PLANT,SAN ANTONIO,TX,78217.0,11551 NACOGDOCHES RD.,BEXAR COUNTY,29.55,-98.42,"482,097.30"
1004721.0,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,KNOXVILLE,TN,37924.0,6212 CEMENT PLANT ROAD,KNOX COUNTY,36.02,-83.83,"434,135.53"
1007877.0,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,LYONS,CO,80540.0,5134 UTE HIGHWAY,BOULDER COUNTY,40.2,-105.24,"283,632.54"
1007981.0,CEMEX Construction Materials Atlantic LLC,WAMPUM,PA,16157.0,2001 PORTLAND PARK ROAD,LAWRENCE COUNTY,40.88,-80.33,0.00
1002308.0,CEMEX Construction Materials Pacific LLC,Apple Valley,CA,92308.0,25220 Black Mountain Quarry Road,SAN BERNARDINO COUNTY,34.62,-117.1,"1,789,387.25"
1007663.0,"CEMEX Construction Materials South, LLC",NEW BRAUNFELS,TX,78132.0,2580 WALD ROAD,COMAL COUNTY,29.68,-98.18,"1,499,512.98"
1004758.0,CEMEX MIAMI,MIAMI,FL,33182.0,1200 NW 137TH AVE,MIAMI-DADE COUNTY,25.79,-80.42,"670,779.33"
1005331.0,CEMEX SOUTHEAST LLC,CLINCHFIELD,GA,31013.0,2720 HIGHWAY 341 SOUTH,HOUSTON COUNTY,32.42,-83.63,"339,831.35"
1008033.0,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",DEMOPOLIS,AL,36732.0,1617 ARCOLA ROAD,MARENGO COUNTY,32.51,-87.82,"299,714.10"
1005987.0,CONTINENTAL CEMENT COMPANY LLC,HANNIBAL,MO,63401.0,10107 HWY 79 SOUTH,RALLS COUNTY,39.68,-91.31,"743,633.80"
1006842.0,CalPortland Company Mojave Plant,Mojave,CA,93501.0,9350 Oak Creek Road,KERN COUNTY,35.03,-118.32,"941,387.21"
1007927.0,CalPortland Company Oro Grande Plant,Oro Grande,CA,92368.0,19409 National Trails Highway,SAN BERNARDINO COUNTY,34.6,-117.34,"1,075,372.40"
1006669.0,CalPortland Company Rillito Plant,Rillito,AZ,85654.0,11115 North Casa Grande Highway,PIMA COUNTY,32.41,-111.15,"552,298.37"
1004385.0,Central Plains Cement Company LLC,Sugar Creek,MO,64050.0,2200 N. Courtney Road,JACKSON COUNTY,39.14,-94.42,"760,541.68"
1003594.0,DRAGON CEMENT,THOMASTON,ME,4861.0,107 NEW COUNTY RD,KNOX COUNTY,44.08,-69.16,"347,097.63"
1006077.0,Davenport Plant,BUFFALO,IA,52728.0,301 E FRONT ST,SCOTT COUNTY,41.46,-90.7,"1,024,408.34"
1001689.0,Drake Cement,Paulden,AZ,86334.0,5001 E. Drake Rd.,YAVAPAI COUNTY,34.98,-112.38,"210,101.45"
1007216.0,"EAGLE MATERIALS, INC.",TULSA,OK,74116.0,2609 N. 145TH E. AVE.,ROGERS COUNTY,36.19,-95.81,"487,769.09"
1006212.0,Fairborn Cement Company LLC,XENIA,OH,45385.0,3250 LINEBAUGH ROAD,GREENE COUNTY,39.78,-83.97,"523,133.25"
1004539.0,GCC DACOTAH,RAPID CITY,SD,57702.0,501 NORTH SAINT ONGE STREET,PENNINGTON COUNTY,44.09,-103.27,"522,488.36"
1006363.0,"GCC Permian, LLC",ODESSA,TX,79766.0,16501 WEST MURPHY STREET,ECTOR COUNTY,31.75,-102.55,"249,894.80"
1003067.0,GCC RIO GRANDE INC,PUEBLO,CO,81004.0,3372 LIME ROAD,PUEBLO COUNTY,38.15,-104.63,"592,835.06"
1009018.0,"GCC RIO GRANDE, INC. TIJERAS PLANT",TIJERAS,NM,87059.0,11783 STATE HIGHWAY 14 S,BERNALILLO COUNTY,35.07,-106.39,"167,346.40"
1003770.0,GIANT CEMENT COMPANY,HARLEYVILLE,SC,29448.0,654 JUDGE STREET,DORCHESTER COUNTY,33.24,-80.44,"384,477.24"
1002431.0,HANSON PERMANENTE CEMENT,CUPERTINO,CA,95014.0,24001 STEVENS CREEK BLVD.,SANTA CLARA COUNTY,37.32,-122.09,"962,653.99"
1006450.0,HERCULES CEMENT STOCKERTOWN PLT QUARRY,STOCKERTOWN,PA,18083.0,501 CENTER ST.,NORTHAMPTON COUNTY,40.75,-75.27,"659,313.21"
